ref_cycle,case_study_id,title,institution,uoa,impact_type,company_group,matched_term,match_context,impact_summary,underpinning_research
REF2014,42149,"3. Commercialisation of Instrumentation for Testing and Development of
      Lubricants",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Chevron,Chevron,"...dditive suppliers such as Lubrizol, Evonik [13], Infineum       [14], Afton and Chevron Oronite. Around 38.5M (2006) tons of lubricants       are manufactured annually...","Research in the Mechanical Engineering Department has led to a series of       experimental techniques for measuring the fundamental properties of       lubricants in a scientific manner. These include measurement of the       thickness, structure and properties of fluid and solid lubricating films,       as well as the friction, fatigue and wear behaviour of lubricated       surfaces.     Measuring instruments based upon these techniques have been       commercialised by a spin-out company, PCS","Professor Hugh Spikes FREng, Professor Andy Olver and Dr Philippa Cann       (all in post 1993- present) have developed a series of novel ways to study       boundary lubricating films. These are solid or fluid layers, of thickness       in the range 1 to 100 nm, formed on rubbing surfaces in lubricated       contacts. The ability to create and measure such films, under controlled       conditions, has led to a significant advance in the understanding of       lubrication and, in particular, of "
REF2014,42149,"3. Commercialisation of Instrumentation for Testing and Development of
      Lubricants",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,ExxonMobil,ExxonMobil,"...s. This includes lubricant manufacturers (major       oil companies such as BP, ExxonMobil [10, 11], Shell, Petronas, Sinopec;       and specialist suppliers such as Valv...","Research in the Mechanical Engineering Department has led to a series of       experimental techniques for measuring the fundamental properties of       lubricants in a scientific manner. These include measurement of the       thickness, structure and properties of fluid and solid lubricating films,       as well as the friction, fatigue and wear behaviour of lubricated       surfaces.     Measuring instruments based upon these techniques have been       commercialised by a spin-out company, PCS","Professor Hugh Spikes FREng, Professor Andy Olver and Dr Philippa Cann       (all in post 1993- present) have developed a series of novel ways to study       boundary lubricating films. These are solid or fluid layers, of thickness       in the range 1 to 100 nm, formed on rubbing surfaces in lubricated       contacts. The ability to create and measure such films, under controlled       conditions, has led to a significant advance in the understanding of       lubrication and, in particular, of "
REF2014,42149,"3. Commercialisation of Instrumentation for Testing and Development of
      Lubricants",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Petronas,Petronas,"...anufacturers (major       oil companies such as BP, ExxonMobil [10, 11], Shell, Petronas, Sinopec;       and specialist suppliers such as Valvoline [12] and Syntech, to...","Research in the Mechanical Engineering Department has led to a series of       experimental techniques for measuring the fundamental properties of       lubricants in a scientific manner. These include measurement of the       thickness, structure and properties of fluid and solid lubricating films,       as well as the friction, fatigue and wear behaviour of lubricated       surfaces.     Measuring instruments based upon these techniques have been       commercialised by a spin-out company, PCS","Professor Hugh Spikes FREng, Professor Andy Olver and Dr Philippa Cann       (all in post 1993- present) have developed a series of novel ways to study       boundary lubricating films. These are solid or fluid layers, of thickness       in the range 1 to 100 nm, formed on rubbing surfaces in lubricated       contacts. The ability to create and measure such films, under controlled       conditions, has led to a significant advance in the understanding of       lubrication and, in particular, of "
REF2014,42152,"6. Peering into the pore space: digital rock physics to improve oilfield
      management",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,BP,"Shell, BP","...by a consortium       of major oil companies, including Statoil, Schlumberger, Shell, BP, JOGMEC       (Japan), Petrobras (Brazil), Saudi Aramco, Total and BG. Since 20...","Since Prof Blunt's appointment as a Professor of Petroleum Engineering at       Imperial College in 1999, his Consortium on Pore-Scale Modelling has       developed numerical tools to analyse the pore spaces of reservoir rocks,       predict multiphase flow properties and determine field-scale impacts on       oil recovery. This technology is now exploited by at least two start-up       service companies with annual revenue of around $20 million, and is widely       employed by major oil compani","Since 1999 a suite of numerical codes &#8212; and published algorithms and       methodologies that have enabled other researchers to reproduce the methods       &#8212; have been developed at Imperial College to simulate multiphase flow       (oil, water and gas) in porous media and to predict averaged properties,       typically measured in laboratory experiments, such as relative       permeability and capillary pressure. The codes represent the rock as a       disordered network of interconn"
REF2014,42152,"6. Peering into the pore space: digital rock physics to improve oilfield
      management",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Chevron,Chevron,"...redictive capabilities are the main reason why companies         such as Shell, Chevron, ADCO, Total and Statoil are users of digital         rock services. In additio...","Since Prof Blunt's appointment as a Professor of Petroleum Engineering at       Imperial College in 1999, his Consortium on Pore-Scale Modelling has       developed numerical tools to analyse the pore spaces of reservoir rocks,       predict multiphase flow properties and determine field-scale impacts on       oil recovery. This technology is now exploited by at least two start-up       service companies with annual revenue of around $20 million, and is widely       employed by major oil compani","Since 1999 a suite of numerical codes &#8212; and published algorithms and       methodologies that have enabled other researchers to reproduce the methods       &#8212; have been developed at Imperial College to simulate multiphase flow       (oil, water and gas) in porous media and to predict averaged properties,       typically measured in laboratory experiments, such as relative       permeability and capillary pressure. The codes represent the rock as a       disordered network of interconn"
REF2014,42152,"6. Peering into the pore space: digital rock physics to improve oilfield
      management",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Equinor,Statoil,"...directly and in modified form. Numerical Rocks, a company spun out from       Statoil (the Norwegian state oil company) in 2005, and which merged with       an Austr...","Since Prof Blunt's appointment as a Professor of Petroleum Engineering at       Imperial College in 1999, his Consortium on Pore-Scale Modelling has       developed numerical tools to analyse the pore spaces of reservoir rocks,       predict multiphase flow properties and determine field-scale impacts on       oil recovery. This technology is now exploited by at least two start-up       service companies with annual revenue of around $20 million, and is widely       employed by major oil compani","Since 1999 a suite of numerical codes &#8212; and published algorithms and       methodologies that have enabled other researchers to reproduce the methods       &#8212; have been developed at Imperial College to simulate multiphase flow       (oil, water and gas) in porous media and to predict averaged properties,       typically measured in laboratory experiments, such as relative       permeability and capillary pressure. The codes represent the rock as a       disordered network of interconn"
REF2014,42152,"6. Peering into the pore space: digital rock physics to improve oilfield
      management",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Shell,"Shell, Chevron","...ated: Predictive capabilities are the main reason why companies         such as Shell, Chevron, ADCO, Total and Statoil are users of digital         rock services. In additio...","Since Prof Blunt's appointment as a Professor of Petroleum Engineering at       Imperial College in 1999, his Consortium on Pore-Scale Modelling has       developed numerical tools to analyse the pore spaces of reservoir rocks,       predict multiphase flow properties and determine field-scale impacts on       oil recovery. This technology is now exploited by at least two start-up       service companies with annual revenue of around $20 million, and is widely       employed by major oil compani","Since 1999 a suite of numerical codes &#8212; and published algorithms and       methodologies that have enabled other researchers to reproduce the methods       &#8212; have been developed at Imperial College to simulate multiphase flow       (oil, water and gas) in porous media and to predict averaged properties,       typically measured in laboratory experiments, such as relative       permeability and capillary pressure. The codes represent the rock as a       disordered network of interconn"
REF2014,42152,"6. Peering into the pore space: digital rock physics to improve oilfield
      management",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Schlumberger/SLB,Schlumberger,"...and service companies, including Chevron, KOC (Kuwait), Shell, BG and       Schlumberger. The research continues with total current industrial funding       of &#163;22...","Since Prof Blunt's appointment as a Professor of Petroleum Engineering at       Imperial College in 1999, his Consortium on Pore-Scale Modelling has       developed numerical tools to analyse the pore spaces of reservoir rocks,       predict multiphase flow properties and determine field-scale impacts on       oil recovery. This technology is now exploited by at least two start-up       service companies with annual revenue of around $20 million, and is widely       employed by major oil compani","Since 1999 a suite of numerical codes &#8212; and published algorithms and       methodologies that have enabled other researchers to reproduce the methods       &#8212; have been developed at Imperial College to simulate multiphase flow       (oil, water and gas) in porous media and to predict averaged properties,       typically measured in laboratory experiments, such as relative       permeability and capillary pressure. The codes represent the rock as a       disordered network of interconn"
REF2014,42152,"6. Peering into the pore space: digital rock physics to improve oilfield
      management",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Petrobras,Petrobras,"...otal current industrial funding       of &#163;220,000 per year from Total [C], Petrobras, JOGMEC, Statoil and BG.     The research has been applied to predict flow prop...","Since Prof Blunt's appointment as a Professor of Petroleum Engineering at       Imperial College in 1999, his Consortium on Pore-Scale Modelling has       developed numerical tools to analyse the pore spaces of reservoir rocks,       predict multiphase flow properties and determine field-scale impacts on       oil recovery. This technology is now exploited by at least two start-up       service companies with annual revenue of around $20 million, and is widely       employed by major oil compani","Since 1999 a suite of numerical codes &#8212; and published algorithms and       methodologies that have enabled other researchers to reproduce the methods       &#8212; have been developed at Imperial College to simulate multiphase flow       (oil, water and gas) in porous media and to predict averaged properties,       typically measured in laboratory experiments, such as relative       permeability and capillary pressure. The codes represent the rock as a       disordered network of interconn"
REF2014,42152,"6. Peering into the pore space: digital rock physics to improve oilfield
      management",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Saudi Aramco,Saudi Aramco,"...ing Statoil, Schlumberger, Shell, BP, JOGMEC       (Japan), Petrobras (Brazil), Saudi Aramco, Total and BG. Since 2004 the       consortium has been entirely industrially f...","Since Prof Blunt's appointment as a Professor of Petroleum Engineering at       Imperial College in 1999, his Consortium on Pore-Scale Modelling has       developed numerical tools to analyse the pore spaces of reservoir rocks,       predict multiphase flow properties and determine field-scale impacts on       oil recovery. This technology is now exploited by at least two start-up       service companies with annual revenue of around $20 million, and is widely       employed by major oil compani","Since 1999 a suite of numerical codes &#8212; and published algorithms and       methodologies that have enabled other researchers to reproduce the methods       &#8212; have been developed at Imperial College to simulate multiphase flow       (oil, water and gas) in porous media and to predict averaged properties,       typically measured in laboratory experiments, such as relative       permeability and capillary pressure. The codes represent the rock as a       disordered network of interconn"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,BP,"BP, Chevron","...the petroleum sector. Today, every large       multinational petroleum company (BP, Chevron, ConocoPhillips, ExxonMobil,       Shell, TOTAL), and many mid-sized (BG Group,...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,CGG,seismic service companies (CGG,"...for finding and exploiting petroleum       reserves. All the largest oil-field seismic service companies (CGG, ION,       PGS, TGS, WesternGeco) now offer FWI as a commercial service to the...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Chevron,Chevron,"...petroleum sector. Today, every large       multinational petroleum company (BP, Chevron, ConocoPhillips, ExxonMobil,       Shell, TOTAL), and many mid-sized (BG Group,...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,CNOOC,Nexen,"...Shell, TOTAL), and many mid-sized (BG Group, DONG, ENI, Hess, Maersk,       Nexen, Statoil, Tullow Oil, Woodside) and national oil companies (CNOOC,       Petrob...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,ConocoPhillips,ConocoPhillips,"...sector. Today, every large       multinational petroleum company (BP, Chevron, ConocoPhillips, ExxonMobil,       Shell, TOTAL), and many mid-sized (BG Group, DONG, ENI, Hess...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,ENI,"Shell, TOTAL), and many mid-sized (BG Group, DONG, ENI","...multinational petroleum company (BP, Chevron, ConocoPhillips, ExxonMobil,       Shell, TOTAL), and many mid-sized (BG Group, DONG, ENI, Hess, Maersk,       Nexen, Statoil, Tullow Oil, Woodside) and national oil com...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Equinor,Statoil,"...ll, TOTAL), and many mid-sized (BG Group, DONG, ENI, Hess, Maersk,       Nexen, Statoil, Tullow Oil, Woodside) and national oil companies (CNOOC,       Petrobras, Saud...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,ExxonMobil,ExxonMobil,"...every large       multinational petroleum company (BP, Chevron, ConocoPhillips, ExxonMobil,       Shell, TOTAL), and many mid-sized (BG Group, DONG, ENI, Hess, Maersk,...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Shell,"ExxonMobil,
      Shell","...every large       multinational petroleum company (BP, Chevron, ConocoPhillips, ExxonMobil,       Shell, TOTAL), and many mid-sized (BG Group, DONG, ENI, Hess, Maersk,       Nexen, St...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Schlumberger/SLB,Schlumberger,"...ng contribution to         the community has been recognized by the EAGE Conrad Schlumberger award"".     The head of FWI development at Chevron [8], writes:     ""In 2007, F...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Woodside,"oil, Tullow Oil, Woodside","...TOTAL), and many mid-sized (BG Group, DONG, ENI, Hess, Maersk,       Nexen, Statoil, Tullow Oil, Woodside) and national oil companies (CNOOC,       Petrobras, Saudi Aramco, Sinopec, amo...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Petrobras,Petrobras,"...Nexen, Statoil, Tullow Oil, Woodside) and national oil companies (CNOOC,       Petrobras, Saudi Aramco, Sinopec, among others), have adopted 3D FWI as       part of the...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Saudi Aramco,Saudi Aramco,"...toil, Tullow Oil, Woodside) and national oil companies (CNOOC,       Petrobras, Saudi Aramco, Sinopec, among others), have adopted 3D FWI as       part of their technical p...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42154,"8. Full-waveform seismic inversion: improving resolution in oil &amp; gas
      exploration",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Technological,Tullow Oil,Tullow Oil,"...), and many mid-sized (BG Group, DONG, ENI, Hess, Maersk,       Nexen, Statoil, Tullow Oil, Woodside) and national oil companies (CNOOC,       Petrobras, Saudi Aramco, Si...","Full-waveform inversion (FWI) is a seismic technique for exploring the       interior of the Earth; it has been developed at Imperial College over two       decades, from a promising concept into a fully commercialised industrial       process that has been widely adopted across the petroleum industry. The       technique improves both the spatial resolution and the fidelity with which       the sub-surface can be imaged in three dimensions. All the major       multinational petroleum companies ","Unlike conventional travel-time tomography, full-waveform inversion is a       tomographic scheme that fully honours the physics of finite-frequency wave       propagation; it is principally this feature that improves its resolution       and its accuracy. The fundamentals of the method have long been       understood; the intellectual challenge has been to render this theory       computationally tractable and to apply it successfully to imperfect data       using realisable computer hardware c"
REF2014,42155,"9. Putting pressure information into sharp focus: the use of
      deconvolution to boost oilfield reserves",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Economic,BP,sponsored by BP,"...Alternative Methods for Testing Oil and Gas Wells to Eliminate Emissions""       sponsored by BP, Conoco, NorskHydro, and Schlumberger. This algorithm was       published initi...","Like using glasses to improve eyesight, or the corrective lens of the       Hubble telescope, the development of a stable deconvolution algorithm for       oil well pressure data has increased the amount of information that can be       extracted from well test analyses. The method specifically allows the       volume of the reservoir connected to the well to be determined. Several       oil and gas companies attest to an increase in their estimates of reserves       by more than 20% using decon","Measurements of pressure and fluid production in oil, gas and water wells       are used in the oil industry and in groundwater hydrogeology to determine       the production capacity of wells and to describe heterogeneities and       connected volume in porous fluid-bearing formations. Analysis has       traditionally assumed an ideal, constant rate. The main limitation of this       approach is that the durations of constant rate periods are usually small       compared with the total producti"
REF2014,42155,"9. Putting pressure information into sharp focus: the use of
      deconvolution to boost oilfield reserves",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Economic,ConocoPhillips,Conoco,"...ds for Testing Oil and Gas Wells to Eliminate Emissions""       sponsored by BP, Conoco, NorskHydro, and Schlumberger. This algorithm was       published initially in...","Like using glasses to improve eyesight, or the corrective lens of the       Hubble telescope, the development of a stable deconvolution algorithm for       oil well pressure data has increased the amount of information that can be       extracted from well test analyses. The method specifically allows the       volume of the reservoir connected to the well to be determined. Several       oil and gas companies attest to an increase in their estimates of reserves       by more than 20% using decon","Measurements of pressure and fluid production in oil, gas and water wells       are used in the oil industry and in groundwater hydrogeology to determine       the production capacity of wells and to describe heterogeneities and       connected volume in porous fluid-bearing formations. Analysis has       traditionally assumed an ideal, constant rate. The main limitation of this       approach is that the durations of constant rate periods are usually small       compared with the total producti"
REF2014,42155,"9. Putting pressure information into sharp focus: the use of
      deconvolution to boost oilfield reserves",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Economic,Schlumberger/SLB,Schlumberger,"...as Wells to Eliminate Emissions""       sponsored by BP, Conoco, NorskHydro, and Schlumberger. This algorithm was       published initially in 2001 [1], with a follow-up pap...","Like using glasses to improve eyesight, or the corrective lens of the       Hubble telescope, the development of a stable deconvolution algorithm for       oil well pressure data has increased the amount of information that can be       extracted from well test analyses. The method specifically allows the       volume of the reservoir connected to the well to be determined. Several       oil and gas companies attest to an increase in their estimates of reserves       by more than 20% using decon","Measurements of pressure and fluid production in oil, gas and water wells       are used in the oil industry and in groundwater hydrogeology to determine       the production capacity of wells and to describe heterogeneities and       connected volume in porous fluid-bearing formations. Analysis has       traditionally assumed an ideal, constant rate. The main limitation of this       approach is that the durations of constant rate periods are usually small       compared with the total producti"
REF2014,42155,"9. Putting pressure information into sharp focus: the use of
      deconvolution to boost oilfield reserves",Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Economic,Santos,"Santos Basin net potential to 8
      billion barrels of oil","...aged under 33 (Dr Hoellander).           [Ai] BG Group plc ""BG Group raises Santos Basin net potential to 8       billion barrels of oil equivalent"" (2011) www.bg-group.com/MediaCentre/PressArchive/2011/Pages/30June2...","Like using glasses to improve eyesight, or the corrective lens of the       Hubble telescope, the development of a stable deconvolution algorithm for       oil well pressure data has increased the amount of information that can be       extracted from well test analyses. The method specifically allows the       volume of the reservoir connected to the well to be determined. Several       oil and gas companies attest to an increase in their estimates of reserves       by more than 20% using decon","Measurements of pressure and fluid production in oil, gas and water wells       are used in the oil industry and in groundwater hydrogeology to determine       the production capacity of wells and to describe heterogeneities and       connected volume in porous fluid-bearing formations. Analysis has       traditionally assumed an ideal, constant rate. The main limitation of this       approach is that the durations of constant rate periods are usually small       compared with the total producti"
REF2014,42158,12. Process Systems Enterprise Ltd,Imperial College London,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Economic,BP,"BP, Shell","...ading chemical, energy and automotive companies       (e.g. Dow Chemical, BASF, BP, Shell, ExxonMobil, Toyota, Honda, Ford,       Mitsubishi Chemicals) and it has a stro...","Research into new process modelling tools and numerical simulation and       optimisation algorithms at Imperial's Centre for Process Systems       Engineering (CPSE) has resulted in a powerful new modelling technology. In       1997, a team from (CPSE) established a spin-out company, Process Systems       Enterprise Ltd (PSE, www.psenterprise.com), to commercialise this process       and energy systems modelling platform &#8212; gPROMSTM and to provide       associated leading-edge model based ","The UK Research Councils set up the Interdisciplinary Research Centre       (IRC) in Process Systems Engineering (CPSE); it ran until 2001 with total       core funding of about &#163;20m, supplemented by a similar amount from a broad       range of sources, notably a strategic research partnership with Mitsubishi       Chemical Corporation. CPSE's research focussed on the development of       process modelling technology and its application to process design,       operations and control. Altho"
